"","id","pairs","2008-09-09","2008-10-19","2008-12-13","2009-03-05","2009-04-17","2009-05-18"
"8640",8640,"46-29",NA,"CloseFriend",NA,NA,NA,NA
"8641",8641,"62-29",NA,"CloseFriend",NA,NA,NA,NA
"8642",8642,"28-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8643",8643,"32-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8644",8644,"65-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8645",8645,"40-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8646",8646,"54-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8647",8647,"22-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8648",8648,"53-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8649",8649,"14-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8650",8650,"2-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8651",8651,"44-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8652",8652,"18-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8653",8653,"46-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8654",8654,"15-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8655",8655,"70-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8656",8656,"62-29",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8657",8657,"36-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8658",8658,"60-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8659",8659,"25-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8660",8660,"65-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8661",8661,"22-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8662",8662,"74-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8663",8663,"53-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8664",8664,"2-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8665",8665,"44-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8666",8666,"18-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8667",8667,"46-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8668",8668,"15-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8669",8669,"43-29",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8670",8670,"9-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8671",8671,"47-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8672",8672,"28-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8673",8673,"25-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8674",8674,"45-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8675",8675,"65-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8676",8676,"37-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8677",8677,"40-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8678",8678,"22-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8679",8679,"24-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8680",8680,"74-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8681",8681,"53-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8682",8682,"14-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8683",8683,"44-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8684",8684,"18-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8685",8685,"23-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8686",8686,"46-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8687",8687,"43-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8688",8688,"62-29",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8689",8689,"9-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8690",8690,"47-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8691",8691,"36-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8692",8692,"28-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8693",8693,"65-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8694",8694,"37-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8695",8695,"22-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8696",8696,"74-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8697",8697,"48-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8698",8698,"53-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8699",8699,"14-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8700",8700,"44-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8701",8701,"18-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8702",8702,"23-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8703",8703,"46-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8704",8704,"43-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8705",8705,"70-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8706",8706,"62-29",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8707",8707,"51-67",NA,"CloseFriend",NA,NA,NA,NA
"8708",8708,"28-67",NA,"CloseFriend",NA,NA,NA,NA
"8709",8709,"12-67",NA,"CloseFriend",NA,NA,NA,NA
"8710",8710,"44-67",NA,"CloseFriend",NA,NA,NA,NA
"8711",8711,"18-67",NA,"CloseFriend",NA,NA,NA,NA
"8712",8712,"15-67",NA,"CloseFriend",NA,NA,NA,NA
"8713",8713,"19-67",NA,"CloseFriend",NA,NA,NA,NA
"8714",8714,"51-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8715",8715,"47-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8716",8716,"28-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8717",8717,"65-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8718",8718,"72-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8719",8719,"22-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8720",8720,"74-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8721",8721,"44-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8722",8722,"18-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8723",8723,"46-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8724",8724,"19-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8725",8725,"70-67",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8726",8726,"51-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8727",8727,"47-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8728",8728,"58-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8729",8729,"36-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8730",8730,"60-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8731",8731,"25-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8732",8732,"65-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8733",8733,"72-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8734",8734,"22-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8735",8735,"74-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8736",8736,"48-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8737",8737,"12-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8738",8738,"44-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8739",8739,"18-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8740",8740,"46-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8741",8741,"15-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8742",8742,"19-67",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8743",8743,"9-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8744",8744,"51-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8745",8745,"47-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8746",8746,"28-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8747",8747,"25-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8748",8748,"45-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8749",8749,"65-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8750",8750,"72-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8751",8751,"37-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8752",8752,"40-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8753",8753,"22-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8754",8754,"74-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8755",8755,"48-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8756",8756,"14-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8757",8757,"12-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8758",8758,"2-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8759",8759,"44-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8760",8760,"18-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8761",8761,"23-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8762",8762,"46-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8763",8763,"21-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8764",8764,"26-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8765",8765,"43-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8766",8766,"62-67",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8767",8767,"55-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8768",8768,"9-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8769",8769,"51-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8770",8770,"47-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8771",8771,"28-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8772",8772,"65-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8773",8773,"72-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8774",8774,"37-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8775",8775,"22-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8776",8776,"48-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8777",8777,"14-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8778",8778,"12-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8779",8779,"44-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8780",8780,"18-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8781",8781,"23-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8782",8782,"46-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8783",8783,"21-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8784",8784,"26-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8785",8785,"43-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8786",8786,"70-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8787",8787,"62-67",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8788",8788,"11-58",NA,"CloseFriend",NA,NA,NA,NA
"8789",8789,"31-58",NA,"CloseFriend",NA,NA,NA,NA
"8790",8790,"24-58",NA,"CloseFriend",NA,NA,NA,NA
"8791",8791,"16-58",NA,"CloseFriend",NA,NA,NA,NA
"8792",8792,"57-58",NA,"CloseFriend",NA,NA,NA,NA
"8793",8793,"11-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8794",8794,"31-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8795",8795,"24-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8796",8796,"16-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8797",8797,"33-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8798",8798,"57-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8799",8799,"52-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8800",8800,"21-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8801",8801,"4-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8802",8802,"27-58",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8803",8803,"31-58",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8804",8804,"24-58",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8805",8805,"16-58",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8806",8806,"57-58",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8807",8807,"21-58",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8808",8808,"4-58",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8809",8809,"27-58",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8810",8810,"9-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8811",8811,"28-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8812",8812,"45-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8813",8813,"65-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8814",8814,"37-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8815",8815,"31-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8816",8816,"24-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8817",8817,"14-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8818",8818,"16-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8819",8819,"33-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8820",8820,"23-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8821",8821,"21-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8822",8822,"4-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8823",8823,"43-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8824",8824,"62-58",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8825",8825,"9-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8826",8826,"28-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8827",8827,"65-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8828",8828,"72-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8829",8829,"37-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8830",8830,"31-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8831",8831,"24-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8832",8832,"14-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8833",8833,"33-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8834",8834,"23-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8835",8835,"21-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8836",8836,"4-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8837",8837,"43-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8838",8838,"70-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8839",8839,"27-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8840",8840,"62-58",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8841",8841,"28-72",NA,"CloseFriend",NA,NA,NA,NA
"8842",8842,"49-72",NA,"CloseFriend",NA,NA,NA,NA
"8843",8843,"22-72",NA,"CloseFriend",NA,NA,NA,NA
"8844",8844,"18-72",NA,"CloseFriend",NA,NA,NA,NA
"8845",8845,"70-72",NA,"CloseFriend",NA,NA,NA,NA
"8846",8846,"67-72",NA,"CloseFriend",NA,NA,NA,NA
"8847",8847,"30-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8848",8848,"28-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8849",8849,"49-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8850",8850,"65-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8851",8851,"20-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8852",8852,"40-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8853",8853,"22-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8854",8854,"74-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8855",8855,"14-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8856",8856,"18-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8857",8857,"19-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8858",8858,"70-72",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8859",8859,"36-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8860",8860,"30-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8861",8861,"49-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8862",8862,"65-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8863",8863,"20-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8864",8864,"1-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8865",8865,"22-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8866",8866,"74-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8867",8867,"16-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8868",8868,"44-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8869",8869,"18-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8870",8870,"15-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8871",8871,"19-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8872",8872,"67-72",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8873",8873,"9-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8874",8874,"47-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8875",8875,"28-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8876",8876,"49-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8877",8877,"45-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8878",8878,"65-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8879",8879,"20-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8880",8880,"37-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8881",8881,"40-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8882",8882,"22-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8883",8883,"74-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8884",8884,"48-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8885",8885,"14-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8886",8886,"44-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8887",8887,"18-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8888",8888,"23-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8889",8889,"46-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8890",8890,"21-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8891",8891,"26-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8892",8892,"43-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8893",8893,"70-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8894",8894,"67-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8895",8895,"62-72",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8896",8896,"9-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8897",8897,"47-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8898",8898,"36-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8899",8899,"28-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8900",8900,"49-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8901",8901,"65-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8902",8902,"20-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8903",8903,"37-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8904",8904,"22-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8905",8905,"48-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8906",8906,"14-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8907",8907,"44-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8908",8908,"18-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8909",8909,"23-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8910",8910,"46-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8911",8911,"21-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8912",8912,"26-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8913",8913,"43-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8914",8914,"70-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8915",8915,"62-72",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8916",8916,"58-33",NA,"CloseFriend",NA,NA,NA,NA
"8917",8917,"11-33",NA,"CloseFriend",NA,NA,NA,NA
"8918",8918,"58-33",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8919",8919,"56-33",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8920",8920,"11-33",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8921",8921,"31-33",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8922",8922,"57-33",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8923",8923,"21-33",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8924",8924,"58-33",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8925",8925,"31-33",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8926",8926,"22-33",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8927",8927,"16-33",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8928",8928,"27-33",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8929",8929,"9-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8930",8930,"47-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8931",8931,"58-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8932",8932,"28-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8933",8933,"45-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8934",8934,"11-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8935",8935,"65-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8936",8936,"37-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8937",8937,"31-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8938",8938,"24-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8939",8939,"14-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8940",8940,"16-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8941",8941,"23-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8942",8942,"21-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8943",8943,"43-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8944",8944,"62-33",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8945",8945,"9-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8946",8946,"47-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8947",8947,"58-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8948",8948,"28-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8949",8949,"11-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8950",8950,"65-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8951",8951,"72-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8952",8952,"37-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8953",8953,"31-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8954",8954,"22-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8955",8955,"14-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8956",8956,"23-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8957",8957,"21-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8958",8958,"43-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8959",8959,"70-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8960",8960,"62-33",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8961",8961,"73-34",NA,"CloseFriend",NA,NA,NA,NA
"8962",8962,"47-34",NA,"CloseFriend",NA,NA,NA,NA
"8963",8963,"28-34",NA,"CloseFriend",NA,NA,NA,NA
"8964",8964,"25-34",NA,"CloseFriend",NA,NA,NA,NA
"8965",8965,"49-34",NA,"CloseFriend",NA,NA,NA,NA
"8966",8966,"11-34",NA,"CloseFriend",NA,NA,NA,NA
"8967",8967,"12-34",NA,"CloseFriend",NA,NA,NA,NA
"8968",8968,"23-34",NA,"CloseFriend",NA,NA,NA,NA
"8969",8969,"67-34",NA,"CloseFriend",NA,NA,NA,NA
"8970",8970,"55-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8971",8971,"51-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8972",8972,"73-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8973",8973,"47-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8974",8974,"28-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8975",8975,"25-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8976",8976,"2-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8977",8977,"57-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8978",8978,"23-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8979",8979,"67-34",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8980",8980,"51-34",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8981",8981,"73-34",NA,"PoliticalDiscussant",NA,NA,NA,NA
